name,lon,lat,pop
6450+MIDDLEBURG+ROAD,-77.23,39.61,168447
1160+WRIGHTON+ROAD,-76.68,38.8,579234
307+RED+CLAY+ROAD,-76.81,39.09,579234
895+OCEANIC+DRIVE,-76.41,39.01,579234
2815+TRACEYS+MILL+ROAD,-76.89,39.69,168447
5702+RIDGE+ROAD,-77.12,39.42,168447
825+EARLTON+ROAD,-76.14,39.56,255441
1534+NORTH+STEPHNEY+ROAD,-76.21,39.51,255441
4401+CONOWINGO+ROAD,-76.22,39.65,255441
1408+MOUNTAIN+ROAD+SOUTH,-76.35,39.44,255441
3867+BAY+RD,-76.33,39.68,255441
8465+LEISHEAR+ROAD,-76.88,39.14,325690
931+LOWER+PRINDELL+ROAD,-76.66,38.77,579234
1502+QUARRY+ROAD,-76.34,39.71,255441
4114+FLINTVILLE+ROAD,-76.23,39.68,255441
10211+LEWIS+AVENUE,-77.21,39.29,1050688
I+MI+SOUTHEAST+OF+ROUTES+62+AND+234,-77.43,38.66,470335
2402+RIDGE+RD,-77.67,38.91,470335
9701+CROOM+ROAD,-76.76,38.76,909327
16415+OLD+CENTRAL+AVENUE%2F101+CRAIN+HWY,-76.72,38.9,909327
15710+NEW+HAMPSHIRE+AVENUE,-77.0,39.12,1050688
6201+NORTHWEST+CRAIN+HIGHWAY,-76.72,38.97,909327
4375+PORT+TABACCO+ROAD,-77.21,38.46,163257
18424+JOPLIN+ROAD,-77.36,38.53,470335
13801+JERICHO+PARK+ROAD,-76.77,39.02,909327
13201+LEWISDALE+ROAD,-77.27,39.29,1050688
37335+SNIDER+LANE,-77.7,39.3,413538
13250+BUDDS+CREEK+ROAD,-76.86,38.41,163257
6707+ANIMAL+SHELTER+ROAD,-76.73,38.53,163257
ROCK+POINT+ROAD,-76.95,38.38,163257
22301+GEORGIA+AVENUE,-77.06,39.23,1050688
160001+COLUMBIA+PIKE,-76.93,39.12,1050688
1+MULLINIX+MILL+ROAD,-77.15,39.29,1050688
16605+BADEN+WESTWOOD,-76.72,38.65,909327
6900+CONTEE+RD.,-76.88,39.1,909327
REAR+OF+10405+BALSAMWOOD+COURT,-76.83,39.05,909327
13865+NOKESVILLE+ROAD,-77.61,38.69,470335
18300+CLAGGETT+LANDING+ROAD,-76.69,38.88,909327
19844+BLUE+RIDGE+MOUNTAIN,-77.88,39.06,413538
6760+SCOTCH+PINE+ROAD,-86.73,37.94,19169
6379+NORTH+DAVIS+ROAD,-87.41,38.77,36594
10755+EAST+HIGHWAY+550,-87.35,38.68,36594
1102+PRAIRIE+STREET,-87.53,38.67,36594
STATE+ROUTE+43,-86.68,39.16,31922
7979+LEHMAN+ROAD,-86.91,39.19,20799
RURAL+ROUTE+3,-87.57,38.39,33659
6130+SOUTH+US+HIGHWAY+231,-87.11,37.8,20277
1938+NORTH+COUNTY+ROAD+1025+WEST,-87.25,37.91,20277
317+WEST+COUNTY+ROAD+75+SOUTH,-87.28,38.41,12389
7399+SOUTH+COUNTY+ROAD+775+EAST,-87.13,38.31,12389
450-E+COUNTY+ROAD+800+NORTH,-87.05,38.0,20277
CR+760+EAST,-86.75,38.43,42736
14255+TIGER+ROAD,-86.62,38.05,19169
3981+SOUTH+KINGS+RIDGE+ROAD,-86.69,38.33,42736
RR+2+BOX+270,-86.71,39.05,31922
9739+HICKORY+ROAD,-86.79,39.43,20799
RURAL+ROUTE+1+BOX+217,-87.19,39.17,31922
353+STATE+ROAD+450,-86.81,38.69,10255
6718+FREELAND+ROAD,-87.41,38.87,36594
RURAL+ROUTE+1+BOX+1106,-86.71,38.94,31922
3970+EAST+STATE+ROAD+46,-86.69,39.28,20799
15500+FORT+CAMPBELL+BLVD,-87.44,36.65,70461
2150+GAMBLE+HOLLOW+ROAD,-87.38,36.28,53948
1371+NEW+ASHLAND+CITY+RD,-87.35,36.5,208993
1150+KY+HIGHWAY+3493,-87.49,36.82,70461
590+ALFRED+THUN+RD,-87.27,36.59,208993
231+CUNNINGHAM+LN,-87.42,36.58,208993
3803+DRAKE+ROAD,-87.18,36.52,208993
6850+GREENVILLE+RD,-87.43,36.93,70461
INDIAN+MOUND+RD..+5.1+KM+NE+OF+CITY,-87.66,36.54,13715
%28101ST+AIRBORNE+SITE%29+7548+TRANSMITTER+ROAD,-87.49,36.62,208993
6.03+KM+NW,-89.28,41.13,5739
1.6093+KM+SW,-88.86,41.11,108669
91M+N+OF+GRAIN+BIN+RD+.482+KM+ESE+OF+SPOON+RIVER+3.2+KM+N,-89.77,41.09,5342
0.2+MILES+SSW+OF+SR-17.+0.2+MILES+WNW+OS+SR-29+WITHIN+CITY+LIMITS+OF,-89.44,41.03,11438
1.1+MILES+NORTH+OF+JUDD+CREEK+3+MILES+WEST+OF+US-51,-89.1,41.03,11438
0.97+KM+SW+OF+MILO.+IL%3B+0.97+KM+N+OF+COUNTY+HWY+31%3B+0.72+KM+W+OF+COUNT,-89.59,41.19,32628
0.4+MI+W+OF+N+HENDERSON+RD+2+MI+N,-89.62,42.33,44498
SYCAMORE+CELL+SITE+2239+GATEWAY+DR.,-88.72,41.96,104897
OREGON+CELL+SITE+RT.+64+EAST+FROM+OREGON.+3+MILES+NORTH+ON+DAYSVILLE+R,-89.31,42.04,50643
DAVIS+JUNCTION+CELL+SITE.+3.1+MILES+NORTH+OF+THE+INTERSECTION+OF+STATE,-89.0,42.04,50643
MORRISON+CELL+SITE%3A+2+1%2F2+MILES+SOUTHWEST+OF,-90.0,41.79,55175
1.3+MILES+EAST+OF+INTERSECTION+OF+KESLINGER+ROAD+AND+ANDERLAND+ROAD,-88.81,41.88,104897
ASHTON+CELL+SITE+0.2+MILE+S+OF+INTERSECTION+OF+SOUTH+LINE+ROAD+%26+STONE,-89.21,41.89,34096
4321+EAST+LINCOLNWAY++LINCOLN+STORAGE,-89.64,41.82,55175
GALENA+CELL+SITE+1.7+MILES+ESE+OF,-90.39,42.4,21235
BROOKVILLE+CELL+SITE+1%2F4+MI+W.+OF+RT.+52%2F64+ON+E.+WILLOW+RD,-89.71,42.07,14305
WOODBINE+CELL+SITE+2%2F3+MILE+SOUTH+OF+WOODBINE,-90.14,42.3,21235
WATERMAN+CELL+SITE+3.5+MI.WEST+OF,-88.82,41.77,104897
ROCHELLE+CELL+SITE+3+MILES+WEST+OF+ROCHELLE,-89.0,41.94,104897
LENA+CELL+SITE+2.0+MILES+S+OF,-89.83,42.34,44498
PAW+PAW+CELL+SITE+3.5+MILES+N+OF,-88.98,41.74,34096
AMBOY+CELL+SITE%3A+601+N.+DRY+GULCH++ROAD,-89.32,41.67,34096
BYRON+CELL+SITE+2+MILES+SOUTH+OF,-89.26,42.09,50643
GENOA+CELL+SITE+0.5+MILE+NW+OF,-88.71,42.1,104897
MT+CARROLL+CELL+SITE%3A+3+MI+NE+OF,-89.94,42.13,14305
TAMPICO+CELL+SITE%3A+1.5+MILES+NE+OF,-89.75,41.65,55175
AMBOY+CELL+SITE%3A+601+N.+DRY+GULCH++ROAD,-89.32,41.67,34096
ALBANY+CELL+SITE%3A+BUNKER+HILL+ROAD.+1%2F2+MILES+EAST+OF+HWY+84,-90.23,41.77,55175
MENOMINEE+RD.+1%2F4+MI+N+OF+HWY+20,-90.51,42.47,21235
ERIE+CELL+SITE-+1%2F4+MI+N+OF+INT+OF+MOLINE+RD+%26+WILMONT+RD,-90.05,41.68,55175
858+PARK+ROAD,-90.03,42.38,21235
SAVANNA+CELL+SITE-+1+MILE+NE+OF+HWY+84,-90.15,42.1,14305
SOUTH+ADELINE+CELL+SITE+COLUMBINE+ROAD.+0.4+MI+N+OF+WEST+GROVE+ROAD,-89.53,42.11,50643
8613+LIMESTONE+ROAD,-89.02,42.15,50643
MCGREGOR+AND+WOODBURN+ROAD,-89.21,42.19,50643
507+EAST+TAYLOR+DRIVE,-88.75,41.92,104897
4125+TED+TROUT+DRIVE,-94.79,31.32,86715
3301+HIGHWAY+147,-94.39,31.17,86715
1.9+MI+WEST+OF+INTERSECTIONS+US+96%2FSH+87,-94.22,31.81,25274
NORTH+OF+343+ON+COUNTY+ROAD+852,-94.82,31.74,65204
FRONTAGE+ON+HIGHWAY+83,-93.94,31.28,10542
214+MARSHBURN+LANE,-93.91,31.43,10542
3.9+MILES+SOUTHEAST+ON+COUNTY+ROAD+138,-94.45,31.79,65204
1420+GANDY+STREET,-94.78,31.21,86715
14703+HIGHWAY+21+WEST,-94.87,31.67,65204
160+SIX+MILE+VILLAGE+ROAD,-93.77,31.25,10542
611+BECKCOM+ROAD,-93.85,31.33,10542
128+FM+1087,-94.68,31.81,65204
HIGHWAY+147+NORTH,-94.1,31.55,8237
101+COUNTY+ROAD+267,-94.54,31.79,65204
430+O%27QUINN+ROAD,-94.82,31.43,86715
200+CENTER+STREET,-94.24,31.94,25274
NORTHEAST+WATERLOO+CELL+SITE+2411+NORTH+ELK+RUN+ROAD,-92.26,42.53,131228
DOWNTOWN+WAVERLY+CELL+SITE+1381+260TH+STREET,-92.48,42.67,25062
WAVERLY+CELL+SITE+-+2095+190TH+STREET,-92.34,42.77,25062
HUDSON+CELL+SITE+2380+WEST+WASHBURN+ROAD,-92.4,42.41,131228
CEDAR+FALLS+CELL+SITE+HIGHWAY+57+%26+UNION+ROAD,-92.5,42.54,131228
DOWNTOWN+CEDAR+FALLS+CELL+SITE%3A+508+BLUFF+STREET,-92.44,42.53,131228
JESUP+CELL+SITE+-+7750+S+REUTER+ROAD,-92.13,42.39,131228
FREDERIKA+SITE+120TH+STREET,-92.33,42.88,25062
RAMSEUR+CELL+SITE+-+INTERSECTION+OF+WATKINS+AND+PARK+STREETS,-79.66,35.73,143667
18+E.+SECOND+AVENUE,-80.25,35.82,167609
1011+NEELY+DRIVE,-79.83,35.73,143667
APPROX.+750%27+SE+OF+THE+INTERSECTION+OF+I-85+AND+MCCONNELL+ROAD,-79.69,36.06,537174
2425+POLO+ROAD,-80.3,36.13,382295
CICERO+CELL+SITE-+4.03+MI+W+OF+BROWN+SUMMIT,-79.81,36.22,537174
3.8+MILES+NORTH+OF+HUNTSVILLE,-80.53,36.15,37667
APPROXIMATELY+2+MI.+NORTH+RURAL+HALL,-80.3,36.27,45591
3.300+NORTH+OF+THE+INTERSEC.+OF+NC+STATE+RTE.+109+%26+STATE+ROUTE+1001,-80.11,35.64,167609
LEWISVILLE,-80.43,36.09,382295
DOZIER,-80.41,36.21,382295
WAGONER+CELL+SITE+ROUTE+2.+BOX+277,-80.78,36.15,37667
3130+BATTLEGROUND+AVE.+BATTLEGROUND+CELL,-79.84,36.12,537174
PLEASANT+GARDEN+CELL+SITE+-+6616+MCCLINTOCK+ROAD,-79.73,35.94,537174
SAURATOWN+MOUNTAIN+ROAD,-80.36,36.38,45591
REEDY+FORK+CELL+SITE+7616+CABER+ROAD,-79.7,36.21,537174
ULAH+CELL+SITE+4764+US+HWY.+220+SOUTH,-79.82,35.61,143667
LINWOOD+CELL+SITE+-+153+SIGMON+ROAD,-80.37,35.74,167609
YADKIN+LL+CELL+SITE-.5MILES+SOUTH+OF+INTERSECTION+OF+STATE+RD.+1166+AN,-80.7,36.11,37667
SUMMERFIRLD+CELL+SITE+-+3010+++OAK+RIDGE+ROAD,-79.95,36.2,537174
OLD+TOWN+CELL+SITE%3A+5501+REYNOLDS+ROAD,-80.34,36.17,382295
HIGH+ROCK+LAKE+CELL+SITE+1275+FREEZOR+ROAD,-80.26,35.7,167609
ROCK+CREEK+CELL+SITE%3A+6110+US-70,-79.63,36.06,537174
CLEMMONS+CELL+SITE+2810+FRATERNITY+CHURCH+RD,-80.3,36.02,382295
WALNUT+COVE+-+US+HIGHWAY+311,-80.05,36.34,45591
LIBERTY+CELL+SITE+-+4647+STARMOUNT+ROAD,-79.6,35.85,143667
4208+KEN-DAN+STREET,-80.06,36.02,382295
328+MINERAL+SPRINGS+ROAD,-78.8,42.86,918702
%28NORTH+COLLINS+RELO%29+2952+SHIRLEY+ROAD,-78.89,42.58,918702
NIAGARA+TOWERS+901+CEDAR+AVENUE,-79.05,43.1,209281
410+MEYERS+ROAD,-78.81,42.99,918702
0.5+MI+N+OF+HOLLAND+ROAD,-79.04,42.63,918702
120+LOCKPORT+STREET,-79.05,43.25,209281
2342+PLEASANT+AVE,-78.91,42.73,918702
9979+MOUNTAIN+ROAD,-78.47,43.2,209281
CAROLINA+STREET,-78.68,42.51,918702
11283+MAIN+ST,-78.57,42.77,918702
2549+WHITEHAVEN+ROAD,-78.99,43.02,918702
4051+RIVER+ROAD,-78.93,42.98,918702
391+WASHINGTON+STREET,-78.87,42.88,918702
1665+MAIN+STREET,-78.86,42.92,918702
3426+ABBOTT+ROAD,-78.8,42.79,918702
4230-36+UNION+RD,-78.76,42.93,918702
1250+BAILEY+AVENUE,-78.81,42.89,918702
2931+NIAGARA+FALLS+BOULEVARD,-78.89,43.09,209281
3780+HOWARD+ROAD,-78.84,42.76,918702
6243+BENNING+ROAD,-78.7,42.71,918702
12569+REINHART+ROAD,-78.52,42.93,918702
EDEN-EVANS+TOWN+LINE+ROAD,-78.95,42.66,918702
9200+NIAGARA+FALLS+BLVD,-78.96,43.09,209281
170+COMMERCE+DR,-78.85,42.83,918702
145+NORTH+SIXTH+STREET,-79.04,43.17,209281
12445+CLINTON+STREET,-78.53,42.86,918702
601+LAKE+STREET,-78.82,43.3,209281
3+JACKSON+STREET,-78.51,43.02,918702
CARNEY+DRIVE,-78.88,43.17,209281
6176+MCKEE+ROAD,-78.7,43.27,209281
OLEAN+ROAD.+ROUTE+16,-78.5,42.59,918702
7174+TOWNLINE+RD,-78.82,43.06,209281
LONG+AVENUE,-78.83,42.71,918702
5465+UPPER+MOUNTAIN+ROAD,-78.74,43.18,209281
3+MILES+N+OF+OROGRANDE+ON+US-5,-106.09,32.4,67490
5.5+MI+SE+OF+INT+OF+HWYS+54+%26+70,-105.89,32.83,67490
5+MILES+EAST+OF+US+54+ON+TOP+OF+ROSE+PEAK+IB+GODFREY+HILLS,-105.99,33.43,19572
.3+MI+N+OF+HWY+70+AT+SAN+AUGUSTINE,-106.56,32.43,218195
12+CAPRICORN+PT+JAMES+CANYON,-105.67,32.95,67490
HIGHWAY+380+-+9+MILES+EAST+OF,-106.25,33.83,16637
TOP+OF+DUDE+MESA%3B+1+MILE+NORTH+OF+US+70,-105.66,33.31,19572
555+E+SEQUOIA+RD,-106.39,32.01,218195
1%2F2+MI.+E+OF+CAPITAN.+SOUTH+SIDE+OF+US+380+ON+BREWER+RANCH,-105.55,33.54,19572
SKI+AREA+RD.%3B+ON+TOP+OF+BUCK+MTN.,-105.78,33.4,19572
HWY+82,-105.74,32.96,67490
SOUTHWEST+CORNER+OF+13TH+ST+AND+3RD+AVE.+LOT+26.+BLOCK+19,-105.87,33.64,19572
2521+NORTH+FLORIDA+AVENUE,-105.95,32.92,67490
WEST+2ND+STREET+%28NW+1%2F4.+SEC+1.+T26S.+R7E+NMPM,-106.18,32.08,67490
2810+DIXIE+AVE,-81.07,32.04,289430
7+LITTLE+NECK+ROAD,-81.3,32.06,289430
6600+STATE+HWY+21+SOUTH,-81.2,32.24,64296
3576+STATE+HWY+21,-81.37,32.43,64296
9610+LEHIGH+AVENUE,-81.1,31.96,289430
289+STUBBS+ROAD,-81.54,32.14,39627
76+VAN+HORN+STREET,-80.85,32.02,289430
2201+HARRIS+TRAIL+ROAD,-81.3,31.91,39627
7660-A+HIGHWAY+80,-80.96,32.03,289430
24+DRAYTON+STREET.,-81.09,32.08,289430
400-A+SPARKMAN+ROAD,-81.16,32.1,289430
618+WILMINGTON+ISLAND+ROAD,-81.0,32.01,289430
11512+ABERCORN+STREET,-81.15,31.98,289430
%28KELLER+SITE%29+18074+HWY+144,-81.26,31.85,39627
RT.+641.+4+MILES+WSW+OF+NEWVILLE,-77.48,40.15,253370
2000%27+UP+SOUDER+FARM+ACCESS+ROAD,-77.0,40.26,253370
ON+PETERS+MOUNTAIN+1%2F2+MILE+WEST+OF+STATE+ROUTE+225,-76.94,40.41,278299
BUFFALO+MOUNTAIN+CELL+SITE%3A++1.3+MILES+ON+MOUNTAIN+RD+FROM+322+WEST+AN,-77.12,40.51,46272
CELL+%22LOYSVILLE%22+ON+HOFFMAN+RIDGE+%28REPEATER%29+2.7+MILES+EAST+OF+KISTER,-77.38,40.4,46272
LONG+MOUNTAIN,-77.12,40.09,253370
1448+HILLSDALE+ROAD,-76.71,40.18,278299
5+MILES+EAST+OF+283+AND+ROUTE+22+JUNCTION.+1+MILE+FROM+EAST+HANOVER+TO,-76.7,40.34,278299
HERSHEY+PLAZA+215+W.+CHOCOLATE+AVENUE,-76.66,40.28,278299
SHERMANS+DALE+CELL+SITE%3A+++1%2F2+MILE+WEST+OF+34N+ON+STATE+ROUTE+850,-77.2,40.36,46272
BEAGLE+CLUB+CELL+SITE-+5280+BEAGLE+ROAD,-76.64,40.18,278299
WALNUT+BOTTOM+CELL+SITE+-+212+HAMMOND+ROAD,-77.44,40.09,253370
63+WOODS+CREEK+ROAD,-76.37,37.56,10582
2528+GENERAL+PULLER+HWY,-76.57,37.6,10582
22091+JEFFERSON+DAVIS+HWY,-77.5,37.96,30725
INT.+OF+US+1+A+%26+ROUTE+603,-77.52,38.1,30725
E.+ON+601+FOR+.8+MI.+FROM+INT.+OF+601+%26+17,-76.71,37.76,10582
RT.+17+NORTH,-77.02,38.07,10953
7458+EDMOND+ROAD,-77.21,38.16,30725
RT.+611.+BEHIND+THOMAS+HUNTER+SCHOOL,-76.33,37.44,8834
ROUTE+360,-76.88,37.89,10953
21268+OLD+OYSTER+LN,-75.95,37.29,11710
8491+BIRDSNEST+DR,-75.88,37.44,11710
RT+651,-77.37,37.81,30725
135+CENTRAL+PARK+ROAD,-77.14,37.73,17148
1060+THOMPSON+AVE+WEST+POINT+ELEM+SCHOOL,-76.8,37.56,17148
26389+JEFFERSON+DAVIS+HWY,-77.47,37.9,30725
600%27+NW+OF+I-85+%26+630,-77.8,36.9,16231
US+HWY+58,-78.51,36.65,30587
ROUTE+656+%26+FRONTAGE+ROAD,-77.98,37.35,13145
433+TOMLINSON+ROAD,-78.21,36.99,12196
1%2F4+MILE+NNW+OF+STATE+ROUTES+662+%26+626.+OFF+ROUTE+662,-77.99,36.59,16231
INTERSCT+OF+RT+47+%26+671+COUNTY+CLUB,-78.43,36.81,30587
116+COX+ROAD,-77.9,37.14,15232
917+HWY+903,-78.15,36.61,30587
22980+GOV.+HARRISON+HWY.,-77.66,36.76,16231
887+CEDAR+GROVE+RD.,-78.24,36.67,30587
120+BUFFALO+RD.,-78.57,36.62,30587
21641+FARMERS+LANE,-78.09,37.29,13145
6290+W+PATRICK+HENRY+HWY.,-78.16,37.21,15232
20300+ONE+MILE+ROAD,-85.49,43.48,43453
2620+JEROME+ROAD,-84.62,43.33,40711
MT.+PLEASANT+CELL+SITE+CMU+CAMPUS,-84.77,43.58,69872
12650+-+60TH+AVENUE,-85.2,43.65,43453
APPROXIMATELY+1200%27+NORTH+OF+KLEES+ROAD+AND+.75+MILES+WEST+OF+M-66,-85.1,43.31,63888
NEWAYGO+CELL+SITE%3A+6263+S+WILLOW+AVENUE,-85.78,43.44,48980
1882+3+MILE+ROAD,-85.84,43.59,48980
LILLEY+CELL+SITE+11000+GORDON+ROAD,-85.82,43.76,48980
3321+NORTH+GILMORE,-84.93,43.69,69872
9701+W.+PECK+RD,-85.27,43.21,63888
BIG+RAPIDS+CELL+SITE+2700+NORTHLAND+DRIVE,-85.48,43.65,43453
SAND+LAKE+CELL+SITE+21220+W.+CANNONVILLE,-85.51,43.34,63888
CARSON+CITY+CELL+SITE+10117+CLEVELAND+ROAD+%28M-57%29,-84.8,43.18,40711
RIVER+HOLLOW+SITE+80TH+ROAD,-85.65,43.41,48980
%28NEW+NORTHSTAR%29+1361+BUCHANAN+ROAD,-84.58,43.25,40711
%28NEW+BACKACHE+BEND%29+9710+WEST+MONROE+RD,-84.8,43.41,40711
%28NEW+LOOMIS%29+11206+N+LOOMIS+RD.+%28LOOMIS%23+50015%29,-84.66,43.8,69872
NABORTON+CELL+SITE+200+VALURE+LANE,-93.53,32.04,27463
%28CHOPIN+SITE%29+685+BAY+SPRINGS+CEMETERY+RD,-92.87,31.48,38158
%28MANY+SITE%29+850+FISHER+FIRE+TOWER+RD,-93.42,31.53,23884
ROUTE+3.+BOX+280,-93.74,32.01,27463
2023+BIG+SEPULVAD+LOOP,-93.72,31.64,23884
1000+MAMMY+TRAIL,-92.96,31.95,38158
APPROX.+0.4+MILES+NORTH+OF+HIGHWAY+5+AND+2.1+MILES+WEST+OF+US-171,-93.87,32.2,27463
EAST+POINT+CELL+SITE+ROUTE+ONE+BOX+199-5,-93.35,32.17,8442
LOGANSPORT+CELL+SITE,-94.01,31.98,27463
1052+BRADSHAW+ROAD+RIERSON%2FI-49+CELL+SITE,-93.65,32.16,27463
%28TOLEDO+BEND+SITE%29+1719+CYPRESS+BEND+PARKWAY,-93.69,31.44,23884
%28NATCHITOCHES+SOUTH+SITE%29+145+VALCO+RACHEL+ROAD,-93.09,31.65,38158
%28BREEDLOVE+HILLS+SITE%29+298+OLD+HWY+6,-93.17,31.72,38158
1215+BENSTON+RD.,-86.33,43.39,173566
901+N.+72ND+AVENUE,-86.38,43.66,26467
9369+E+ROOSEVELT+RD,-86.04,43.48,26467
5447+LAKE+HARBOR+RD.,-86.29,43.15,173566
2850+LINCOLN+STREET,-86.3,43.2,173566
11938+APPLE+AVENUE,-85.95,43.24,173566
8301+WHITE+ROAD,-86.06,43.24,173566
4790+HENRY+ST.+%23+A,-86.26,43.17,173566
2400+LAKESHORE+DRIVE,-86.3,43.21,173566
5348+SHERIDAN+ROAD,-86.19,43.16,173566
4181+W.+HWY+20,-86.38,43.56,26467
3701+SPENCER+FARM+DRIVE,-86.37,43.68,26467
4000+W.+BASELINE+ROAD,-86.39,43.65,26467
5747+N.+72ND+AVENUE,-86.38,43.75,26467
460+S.+HANCOCK,-86.43,43.78,26467
3+MI+NORTHEAST+OF+SIOUX+FALLS,-96.65,43.57,193134
.54+MI+NORTH+OF+MCLEOD+SCHOOL.+HARTFORD.+SD,-96.91,43.66,193134
1+MILE+SOUTHEAST+OF+DELL+RAPIDS+CEMETERY,-96.68,43.81,193134
22ND+%26+SUBURBAN+DRIVE,-96.67,43.53,193134
0.9+MILES+EAST+OF+INTERSTATE+ROUTE+29+AND+1.7+MILES+SOUTH+OF+STATE+ROU,-96.76,43.52,193134
1407+N.+ALQUIRE+AVE.,-96.83,43.56,193134
29079+LA+HIGHWAY+43,-90.59,30.49,140789
7615+HIGHWAY+1,-91.26,30.36,26465
12822+HIGHWAY+190+WEST,-91.41,30.54,26465
2435+HIGHWAY+1+SOUTH,-91.02,30.1,126604
5549+AIRLINE+HIGHWAY,-90.8,30.15,126604
10439+ROSEDALE+RD,-91.37,30.47,26465
28440+CHARLIE+WATTS+ROAD,-90.75,30.48,140789
31442+HWY+51,-90.41,30.32,134758
317+HIGHWAY+64,-91.24,30.65,440059
11224+CLOVERLEAF+DR,-90.9,30.64,140789
3675+POPE+RD,-91.16,30.66,440059
23520+HWY+22,-90.68,30.3,140789
HIGHWAY+38209,-90.98,30.09,126604
34300+BUCK+CARROLL+ROAD,-90.86,30.57,140789
229+BROWNFIELD+ROAD,-87.97,36.41,13715
337+RED+TOP+ROAD,-87.66,36.54,13715
212+FIRE+TOWER+ROAD,-87.98,36.61,13715
10465+HIGHWAY+22,-88.42,35.97,27767
50+COX+ROAD,-88.09,35.84,16160
4700+BARREN+HOLLOW+ROAD,-87.72,35.88,18582
CORNER+OF+HAYES+RIDGE+RD+%28HWY+233%29+AND+SEVEN+MILE+RD,-87.62,36.46,13715
1309+ERIN+RD,-87.64,36.12,18582
725+CONGER+STREET,-87.64,36.38,13715
540+WRIGHT+ROAD,-88.13,36.15,16160
480+FLAT+BOTTOM+ROAD,-88.54,35.87,27767
98+DUNN+FALL+RIVER+ROAD,-87.33,35.2,44142
1056+SHAWNETTE+ROAD,-87.72,35.18,16673
285+TURKEY+KNOB+LANE,-88.23,35.04,25652
154+OLD+HIGHWAY+43,-87.28,35.42,44142
2+HILL+STREET+AKA+LANDFILL+ROAD,-87.85,35.63,8076
1793+WEST+SUGAR+CREEK+ROAD,-87.59,35.93,25178
123+PEGGY+AVENUE,-87.45,35.06,44142
1356+SAVANNAH+HIGHWAY,-87.83,35.3,16673
FIRE+TOWER+ROAD+ON+HIGHWAY+13+%28088731+%2F+LOBELVILLE%29,-87.84,35.75,8076
9580+OLD+BON+AQUA+RD,-87.3,35.94,25178
10605+STATE+RTE+7,-87.24,35.83,25178
3328+GARNER%27S+CREEK+ROAD,-87.51,35.98,25178
1239+CRANFORD+HOLLOW+ROAD,-86.93,35.63,96387
1670+HIGHWAY+166+NORTH,-87.26,35.56,96387
2686+BRISTOW+ROAD,-86.89,35.52,96387
740+BEECHCROFT+RD,-86.97,35.76,96387
3170+WOOLARD+ROAD,-87.13,35.77,96387
BRUSHY+MTN+CELL+SITE%3A++900+FT.+EAST+OF+BRUSHY+MOUNTAIN+ROAD+5.1+MILES,-81.12,36.08,68412
PHOENIX+MOUNTAIN.+2.9+MILES+AT+345+DEGREES+FROM+JEFFERSON,-81.49,36.46,27203
ATOP+RICH+HILL+0.8+MI+E+OF+BLUE+RIDGE+PKWY+4.5+MI+N,-80.97,36.47,11137
MOUNT+AIRY+CELL+SITE+MOUNT+AIRY,-80.59,36.5,71783
ANTIOCH+CELL+SITE+6.2+MILES+SSW+OF,-80.96,36.13,68412
3+NM+SW,-80.79,36.38,71783
PILOT+MOUNTAIN+CELL+SITE%3A+APPROXIMATELY+2+MILES+EAST+OF+US+HIGHWAY+52,-80.45,36.39,71783
3.5+NM+N,-80.75,36.56,71783
1141+ELK+SPUR+STREET,-80.88,36.25,71783
MILLERS+CREEK+CELL+SITE+ON+THE+FIRE+TOWER+ATOP+RENDEVOUS+MTN,-81.29,36.23,68412
ATOP+TURNER+MOUNTAIN,-80.66,36.43,71783
ANTIOCH+CELL+SITE-+6.2+MI+SSW+OF,-80.96,36.13,68412
MCGRADY+CELLULAR+REPEATER+ATOP+LITTLE+GRANDFATHER+MTN.,-81.23,36.38,11137
SPARTA+CELL+SITE%3B+END+OF+HENDRIX+ROAD,-81.14,36.53,11137
1.25+MI+E+OF+US+83+AND+HWY+14+AND+1+MI+NW+OF+THE+CITY+LIMIT+OF+FT.+PIE,-100.41,44.37,3098
APPROX.+.7+MILES+SOUTH+OF+WINNER+%28JCT.+OF+7TH+%26+COUNTRY+CLUB+ST%29,-99.85,43.36,5441
3.2+MILES+NORTHEAST+OF,-100.68,43.94,3781
1.9+MILES+NORTH+OF+THE+MISSOURI+RIVER+AND+1.2+WEST+OF+US+HWY+16,-99.4,43.81,3781
MEDICINE+BUTTE+6+MI+N,-99.6,43.97,3781
22151+SD+HWY+34,-101.67,44.4,1899
SOUTH+GREGORY+SITE+HWY+251,-99.44,43.13,4185
%28KENNEBEC+SITE%29+PRESHO+SOUTH+DAKOTA,-99.97,43.9,3781
%28OAHE%29+APPROX+12.3+MILES+WEST+OF+FT.+PIERRE.+SD+ON+US+HWY+14,-100.61,44.38,3098
%28MARTIN%29+29158+211TH+AVE+NW+1%2F4+SW+1%2F4+SECTION+18.+TOWNSHIP+37+N.+RANG,-101.87,43.18,3365
ROUTE+5+PORCH+ROCK+ROAD,-85.14,35.6,15064
1050%27+SOUTH+OF+INTERSECTION+OF+HAVENS+ROAD+AND+GEYMAN,-83.26,41.3,58518
2.300%27+SOUTH+SOUTHWEST+FROM+INTERSECTION+OF+NEW+STATE+ROAD+AND+TOWNLIN,-82.62,41.13,58266
3600%27+WEST+OF+INTERSECTION+OF+S.R.+99+%26+101,-82.78,41.41,74266
